source,target,relation,confidence,directed,label,source_url,slices,evidence,receipt,edge_class
discovery_source_local:ND004-027,person_source_local:manifund:MF-P011,coauthored_with,confirmed,yes,Fazl Barez / Ethan Perez,https://arxiv.org/abs/2401.05566,all,Authors: ... Fazl Barez ... and Ethan Perez,https://arxiv.org/abs/2401.05566,COLLAB
discovery_source_local:ND004-027,person_source_local:redwood-research:RW-P001,collaborated_with,confirmed,yes,Fazl Barez / Buck Shlegeris,https://github.com/anthropics/sycophancy-to-subterfuge-paper/blob/main/README.md,all,author={Carson Denison and Monte MacDiarmid and Fazl Barez ... Jared Kaplan and Buck Shlegeris,https://github.com/anthropics/sycophancy-to-subterfuge-paper/blob/main/README.md,COLLAB
discovery_source_local:ND004-027,person_source_local:redwood-research:RW-P002,coauthored_with,confirmed,yes,Fazl Barez / Ryan Greenblatt,https://arxiv.org/abs/2401.05566,all,"Authors: Evan Hubinger, Carson Denison, Jesse Mu, Mike Lambert, Meg Tong, Monte MacDiarmid, Tamera Lanham, Daniel M. Ziegler, Tim Maxwell, Newton Cheng, Adam Jermyn, Amanda Askell, Ansh Radhakrishnan, Cem Anil, David Duvenaud, Deep Ganguli, Fazl Barez, ... Ryan Greenblatt",https://arxiv.org/abs/2401.05566,COLLAB
discovery_source_local:ND004-028,institution:inst-032,historical_team_member,confirmed,yes,Historical Team Member,https://ftxfuturefund.org/about/,all,We are no longer employed by the Future Fund,https://ftxfuturefund.org/about/ https://forum.effectivealtruism.org/posts/xafpj3on76uRDoBja/the-ftx-future-fund-team-has-resigned-1 https://ftxfuturefund.org/about/ https://forum.effectivealtruism.org/posts/xafpj3on76uRDoBja/the-ftx-future-fund-team-has-resigned-1,EMPLOYMENT
discovery_source_local:ND004-028,institution_candidate_source_local:NODE026-003,team_member_of,confirmed,yes,Ketan Ramakrishnan / FTX,https://forum.effectivealtruism.org/posts/2mx6xrDrwiEKzfgks/announcing-the-future-fund-1,all,"Our team is Nick Beckstead (CEO), Leopold Aschenbrenner, Will MacAskill, and Ketan Ramakrishnan.",https://forum.effectivealtruism.org/posts/2mx6xrDrwiEKzfgks/announcing-the-future-fund-1,EMPLOYMENT
discovery_source_local:ND004-028,registry_source_local_person:center-for-security-and-emerging-technology::CSET-R097:subject,coauthored_with,confirmed,yes,Ketan Ramakrishnan / Noam Kolt,https://cset.georgetown.edu/wp-content/uploads/CSET-Through-the-Chat-Window-and-Into-the-Real-World.pdf,all,Ketan Ramakrishnan is an associate professor of law at Yale Law School. ... Noam Kolt is an assistant professor at the Hebrew University of Jerusalem’s Faculty of Law,https://cset.georgetown.edu/wp-content/uploads/CSET-Through-the-Chat-Window-and-Into-the-Real-World.pdf,COLLAB
discovery_source_local:ND004-030,institution:inst-057,governance_or_employment_biography,confirmed,yes,Governance Or Employment Biography,https://www.rand.org/about/people/p/paskov_patricia.html,all,Patricia Paskov is an adjunct researcher at RAND,https://www.rand.org/about/people/p/paskov_patricia.html https://www.rand.org/content/dam/rand/pubs/perspectives/PEA3900/PEA3971-1/RAND_PEA3971-1.pdf https://www.rand.org/about/people/p/paskov_patricia.html,GOVERNANCE
discovery_source_local:ND005-001,institution:inst-048,operated_by,confirmed,yes,The Lightcone Commons website identifies its operator as Lightcone Infrastructure.,https://www.lightconecommons.com/,all,Institutional context/source-local person identity only; no inferred ideology/control. Grantmaking/training role is not employment. Donation listing/recommendation is not verified payment; thresholds are not transaction sums. Existing dates remain source-stated; no present-tenure continuity. Stateme,https://www.lightconecommons.com/,STRUCTURAL
discovery_source_local:ND005-001,institution_candidate_source_local:INSTITUTION008-005,operated_by_same_organization,confirmed,yes,Lightcone Commons / Inkhaven,https://www.lightconecommons.com/,all,Lightcone Commons... We are Lightcone Infrastructure.,https://www.lightconecommons.com/,STRUCTURAL
discovery_source_local:ND005-002,institution:inst-001,collaborated_with,confirmed,yes,"University of Oxford / 80,000 Hours",https://80000hours.org/about/,all,"We often work with researchers at the University of Oxford, including several of our past board members.",https://80000hours.org/about/,COLLAB
discovery_source_local:ND005-002,institution:inst-011,collaborated_with,confirmed,yes,University of Oxford / Berkeley Existential Risk Initiative,https://www.existence.org/blog/ocpl-and-srl-converted-to-main-collaborations,all,"A $252,000 grant ... to support our collaboration with the Oxford China Policy Lab (OCPL) at the University of Oxford.",https://www.existence.org/blog/ocpl-and-srl-converted-to-main-collaborations,COLLAB
discovery_source_local:ND005-002,institution:inst-019,funded_by,confirmed,yes,University of Oxford / Coefficient Giving,https://www.cs.ox.ac.uk/news/2525-full.html,all,"Research Associate Lin Li and Professor Yarin Gal ... have won a $371,000 (£274,000) grant from US philanthropy organisation Coefficient Giving",https://www.cs.ox.ac.uk/news/2525-full.html,FINANCIAL
discovery_source_local:ND005-002,institution:inst-024,funded_by,confirmed,yes,University of Oxford / Effective Ventures,https://register-of-charities.charitycommission.gov.uk/en/charity-search?_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_objectiveId=A18606048&_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_priv_r_p_mvcRenderCommandName=%2Ffull-print&_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_priv_r_p_organisationNumber=5026843&p_p_cacheability=cacheLevelPage&p_p_id=uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet&p_p_lifecycle=2&p_p_mode=view&p_p_resource_id=%2Faccounts-resource&p_p_state=maximized,all,"Grants to Institutions ... University of Oxford 171,545",https://register-of-charities.charitycommission.gov.uk/en/charity-search?_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_objectiveId=A18606048&_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_priv_r_p_mvcRenderCommandName=%2Ffull-print&_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_priv_r_p_organisationNumber=5026843&p_p_cacheability=cacheLevelPage&p_p_id=uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet&p_p_lifecycle=2&p_p_mode=view&p_p_resource_id=%2Faccounts-resource&p_p_state=maximized,FINANCIAL
discovery_source_local:ND005-002,institution:inst-038,historically_hosted_research_institute,confirmed,yes,"GPI’s institutional history identifies it as an interdisciplinary research institute at the University of Oxford, founded in2018.",https://www.globalprioritiesinstitute.org/,all,Institutional context/source-local person identity only; no inferred ideology/control. Grantmaking/training role is not employment. Donation listing/recommendation is not verified payment; thresholds are not transaction sums. Existing dates remain source-stated; no present-tenure continuity. Stateme,https://www.globalprioritiesinstitute.org/,STRUCTURAL
discovery_source_local:ND005-002,institution:inst-057,collaborated_with,confirmed,yes,University of Oxford / RAND Corporation,https://www.phc.ox.ac.uk/news/university-of-oxford-and-rand-europe-partner-to-launch-decide-the-oxford-rand-europe-centre-for-rapid-evaluation-of-technology-enabled-remote-monitoring,all,The programme is a partnership between the University of Oxford and RAND Europe.,https://www.phc.ox.ac.uk/news/university-of-oxford-and-rand-europe-partner-to-launch-decide-the-oxford-rand-europe-centre-for-rapid-evaluation-of-technology-enabled-remote-monitoring,COLLAB
discovery_source_local:ND005-002,institution:inst-069,collaborated_with,confirmed,yes,University of Oxford / OpenAI,https://openai.com/index/learning-to-model-other-minds/,all,"LOLA, a collaboration by researchers at OpenAI and the University of Oxford",https://openai.com/index/learning-to-model-other-minds/,COLLAB
discovery_source_local:ND005-002,institution:inst-071,collaborated_with,confirmed,yes,University of Oxford / Google DeepMind,https://www.cs.ox.ac.uk/news/847-full.html,all,Google DeepMind will be making a substantial donation to establish a research partnership with the Departments of Computer Science and Engineering Science at the University of Oxford,https://www.cs.ox.ac.uk/news/847-full.html,COLLAB
discovery_source_local:ND005-002,institution:inst-081,funded_by,confirmed,yes,University of Oxford / Open Philanthropy,https://www.campaign.ox.ac.uk/news/new-global-priorities-institute-opens,all,The Open Philanthropy Project ... has given over £2 million towards the establishment of the institute.,https://www.campaign.ox.ac.uk/news/new-global-priorities-institute-opens,FINANCIAL
discovery_source_local:ND005-002,institution_candidate_source_local:NODE038-001,co_founded,confirmed,yes,University of Oxford / The Alan Turing Institute,https://www.oii.ox.ac.uk/research/projects/turing-institute/,all,"Five founding universities – Cambridge, Edinburgh, Oxford, UCL and Warwick – and the UK Engineering and Physical Sciences Research Council created The Alan Turing Institute in 2015",https://www.oii.ox.ac.uk/research/projects/turing-institute/,EMPLOYMENT
discovery_source_local:ND005-002,person_source_local:future-of-life-institute:FLI-P003,funded_by,confirmed,yes,University of Oxford / Jaan Tallinn,https://survivalandflourishing.fund/,all,"SFF-2025 | Jaan Tallinn | Oxford Martin AI Governance Initiative | $311,000 | University of Oxford Development Trust Fund | General support",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND005-003,institution:inst-059,collaborated_with,confirmed,yes,Wild Animal Initiative / Rethink Priorities,https://rethinkpriorities.org/five-years-of-rethink-priorities-impact-future-plans-funding-needs/,all,"We’ve collaborated closely with the Wild Animal Initiative, as we’ve explored tractable interventions to support species such as fishes and rodents.",https://rethinkpriorities.org/five-years-of-rethink-priorities-impact-future-plans-funding-needs/,COLLAB
discovery_source_local:ND005-003,institution_candidate_source_local:NODE016-007,collaborated_with,confirmed,yes,Wild Animal Initiative / Faunalytics,https://www.wildanimalinitiative.org/s/2022AnnualReport_WildAnimalInitiative.pdf,all,Collaborated with Faunalytics to write about their resources related to animal deaths in the wild.,https://www.wildanimalinitiative.org/s/2022AnnualReport_WildAnimalInitiative.pdf,COLLAB
discovery_source_local:ND005-006,institution:inst-031,developed in-house,confirmed,yes,Mox stated that the Frame Fellowship was developed in-house at Mox.,https://manifund.org/projects/mox-2026-fundraiser,all,"This is a source-attributed historical development-context statement, not evidence of ownership, fiscal sponsorship, or legal-entity identity. The Frame Fellowship is treated as a project/program endpoint. No current relationship or role continuity is asserted.",https://manifund.org/projects/mox-2026-fundraiser,COLLAB
discovery_source_local:ND005-006,institution:inst-050,project_of,confirmed,yes,Mox’s website expressly identifies Mox as a project of Manifund.,https://moxsf.com,all,Institutional context/source-local person identity only; no inferred ideology/control. Grantmaking/training role is not employment. Donation listing/recommendation is not verified payment; thresholds are not transaction sums. Existing dates remain source-stated; no present-tenure continuity. Stateme,https://moxsf.com,STRUCTURAL
discovery_source_local:ND005-006,person_source_local:frame-fellowship:FRM-P002,staff_member_of,confirmed,yes,Mox / Austin Chen,https://moxsf.com/,all,## Staff ... Austin Chen ... contact for:Strategic Partnerships Custom Requests,https://moxsf.com/,EMPLOYMENT
discovery_source_local:ND005-007,institution:inst-007,announced_by,confirmed,yes,"Asterisk Magazine announced the Asterisk AI Blogging Fellowship on July16,2025.",https://www.asteriskmag.ai/p/the-asterisk-ai-blogging-fellowship,all,Institutional context/source-local person identity only; no inferred ideology/control. Grantmaking/training role is not employment. Donation listing/recommendation is not verified payment; thresholds are not transaction sums. Existing dates remain source-stated; no present-tenure continuity. Stateme,https://www.asteriskmag.ai/p/the-asterisk-ai-blogging-fellowship,OTHER
discovery_source_local:ND005-008,institution_candidate_source_local:NODE016-006,fundraises_for,confirmed,yes,Effective Altruism Australia / New Incentives,https://effectivealtruism.org.au/june-2025-fundraising-campaign/,all,Matching is available for all the below list of partner programs and funds... New Incentives,https://effectivealtruism.org.au/june-2025-fundraising-campaign/,FINANCIAL
discovery_source_local:ND005-014,institution:inst-050,fundraising_campaign_on,confirmed,yes,AI Safety Camp / Manifund,https://manifund.org/projects/10th-edition-of-ai-safety-camp?tab=bids,all,"Complete Grant $68,463 raised",https://manifund.org/projects/10th-edition-of-ai-safety-camp?tab=bids,FINANCIAL
discovery_source_local:ND005-014,institution_candidate_source_local:INSTITUTION008-001,publishes_on,confirmed,yes,AI Safety Camp / LessWrong,https://www.lesswrong.com/posts/k57RZxRTvuqTo65G5/ai-safety-camp-11,all,AI Safety Camp 11 — LessWrong,https://www.lesswrong.com/posts/k57RZxRTvuqTo65G5/ai-safety-camp-11,COLLAB
discovery_source_local:ND005-014,institution_candidate_source_local:TARGETORG029-004,collaborated_with,confirmed,yes,AI Safety Camp / PauseAI US,https://pauseai.org/building-the-pause-button-2025,all,"This page is a work in progress managed by the Building the Pause Button team at PauseAI, as part of the AI Safety Camp 2025.",https://pauseai.org/building-the-pause-button-2025,COLLAB
discovery_source_local:ND005-014,person_source_local:future-of-life-institute:FLI-P003,grant_recommended_by,confirmed,yes,AI Safety Camp / Jaan Tallinn,https://survivalandflourishing.fund/,all,"SFF-2025 | Jaan Tallinn | AI Safety Camp | $90,000 +$110,000‡ | Ashgro, Inc. | General support of AI Safety Camp",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND005-015,institution:inst-024,funded_by,confirmed,yes,AI Safety Support / Effective Ventures,https://register-of-charities.charitycommission.gov.uk/en/charity-search?_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_objectiveId=A13897766&_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_priv_r_p_mvcRenderCommandName=%2Ffull-print&_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_priv_r_p_organisationNumber=5026843&p_p_cacheability=cacheLevelPage&p_p_id=uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet&p_p_lifecycle=2&p_p_mode=view&p_p_resource_id=%2Faccounts-resource&p_p_state=maximized,all,"AI Safety Support Ltd | 161,831",https://register-of-charities.charitycommission.gov.uk/en/charity-search?_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_objectiveId=A13897766&_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_priv_r_p_mvcRenderCommandName=%2Ffull-print&_uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet_priv_r_p_organisationNumber=5026843&p_p_cacheability=cacheLevelPage&p_p_id=uk_gov_ccew_onereg_charitydetails_web_portlet_CharityDetailsPortlet&p_p_lifecycle=2&p_p_mode=view&p_p_resource_id=%2Faccounts-resource&p_p_state=maximized,FINANCIAL
discovery_source_local:ND005-015,person_source_local:future-of-life-institute:FLI-P003,funded_by,confirmed,yes,AI Safety Support / Jaan Tallinn,https://survivalandflourishing.fund/,all,"SFF-2021-H1 | Jaan Tallinn | AI Safety Support | $200,000 | Rethink Charity | General Support of AI Safety Support",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND005-017,institution:inst-011,funded_by,confirmed,yes,ALLFED / Berkeley Existential Risk Initiative,https://www.givingwhatwecan.org/charities/allfed,all,"ALLFED has received funding from an EA Lottery, the Centre for Effective Altruism, the Berkeley Existential Risk Initiative",https://www.givingwhatwecan.org/charities/allfed,FINANCIAL
discovery_source_local:ND005-017,institution:inst-017,funded_by,confirmed,yes,ALLFED / Centre for Effective Altruism,https://allfed.info/about/faqs,all,"We have received funding from NASA, Jaan Tallinn, and the Centre for Effective Altruism.",https://allfed.info/about/faqs,FINANCIAL
discovery_source_local:ND005-017,institution:inst-024,funded_by,confirmed,yes,ALLFED / Effective Ventures,https://ev.org/wp-content/uploads/2024/07/2023_Form990_EVFUS.pdf,all,"ALLFED ... 9,978. ... GENERAL NONPROFIT SUPPORT",https://ev.org/wp-content/uploads/2024/07/2023_Form990_EVFUS.pdf,FINANCIAL
discovery_source_local:ND005-017,person_source_local:future-of-life-institute:FLI-P003,grant_recommended_by,confirmed,yes,ALLFED / Jaan Tallinn,https://survivalandflourishing.fund/,all,"SFF-2025 | Jaan Tallinn | Alliance to Feed the Earth in Disasters (ALLFED) | $30,000 | ALLFED Institute | General support",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND005-019,institution:inst-015,collaborated_with,confirmed,yes,Americans for Responsible Innovation / Center for AI Safety,https://ari.us/leading-technology-advocacy-organizations-urge-congress-to-support-nist-funding-request-for-responsible-ai-innovation/,all,"Today, leading AI and technology advocacy organizations Americans for Responsible Innovation (ARI), BSA | The Software Alliance, Center for AI Safety (CAIS), Federation of American Scientists (FAS), and Public Knowledge sent a joint letter",https://ari.us/leading-technology-advocacy-organizations-urge-congress-to-support-nist-funding-request-for-responsible-ai-innovation/,COLLAB
discovery_source_local:ND005-019,institution:inst-034,co_signed_advocacy_letter_with,confirmed,yes,Americans for Responsible Innovation / Future of Life Institute,https://ari.us/leading-tech-advocacy-and-industry-groups-call-on-congress-to-authorize-u-s-ai-safety-institute/,all,Americans for Responsible Innovation (ARI) and the Information Technology Industry Council (ITI) sent a letter... Future of Life Institute,https://ari.us/leading-tech-advocacy-and-industry-groups-call-on-congress-to-authorize-u-s-ai-safety-institute/,COLLAB
discovery_source_local:ND005-021,institution:inst-052,collaborated_with,confirmed,yes,Carnegie Endowment for International Peace / METR,https://carnegieendowment.org/research/2024/09/if-then-commitments-for-ai-risk-reduction?center=india,all,the author of this piece collaborated with METR (Model Evaluation and Threat Research) to define and make a public case for responsible scaling policies,https://carnegieendowment.org/research/2024/09/if-then-commitments-for-ai-risk-reduction?center=india,COLLAB
discovery_source_local:ND005-022,discovery_source_local:ND005-024,collaborated_with,confirmed,yes,Carnegie Mellon University / Center for a New American Security,https://www.cnas.org/press/press-release/cnas-launches-artificial-intelligence-task-force,all,Co-Chairs Robert O. Work (Center for a New American Security) Andrew Moore (Carnegie Mellon University),https://www.cnas.org/press/press-release/cnas-launches-artificial-intelligence-task-force,COLLAB
discovery_source_local:ND005-022,person_source_local:future-of-life-institute:FLI-P003,funded_by,confirmed,yes,Carnegie Mellon University / Jaan Tallinn,https://survivalandflourishing.fund/,all,"SFF-2022-H1 | Jaan Tallinn | Laboratory for Social Minds @ Carnegie Mellon University | $244,000 | Carnegie Mellon University (CMU) | General support of Laboratory for Social Minds @ CMU",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND005-022,person_source_local:schmidt-sciences:SCH-P002,funded_by,confirmed,yes,Carnegie Mellon University / Wendy Schmidt,https://www.cmu.edu/news/stories/archives/2021/august/legacy-survey-space-time.html,all,"The LINCC analysis platforms are supported by Schmidt Futures, a philanthropic initiative founded by Eric and Wendy Schmidt.",https://www.cmu.edu/news/stories/archives/2021/august/legacy-survey-space-time.html,FINANCIAL
discovery_source_local:ND005-024,institution:inst-045,program_collaboration_with,confirmed,yes,Horizon reports partnering with the Center for a New American Security on its AI Policy Leadership Network.,https://horizonpublicservice.org/horizons-2025-year-in-review/,all,Institutional context/source-local person identity only; no inferred ideology/control. Grantmaking/training role is not employment. Donation listing/recommendation is not verified payment; thresholds are not transaction sums. Existing dates remain source-stated; no present-tenure continuity. Stateme,https://horizonpublicservice.org/horizons-2025-year-in-review/,COLLAB
discovery_source_local:ND005-024,institution_candidate_source_local:NODE016-011,participated_in_policy_dialogue_with,confirmed,yes,Center for a New American Security / Johns Hopkins Center for Health Security,https://img1.wsimg.com/blobby/go/16a2410a-bddf-48cc-8193-861fc6e6ed8c/downloads/b150bd00-90c8-4607-bac6-b03091e61a01/INHR%20AIxBio%20Recommendations%20Spring%202025.pdf?ver=1757951941193,all,The participants of the INHR/CNAS trilateral dialogue and invited biosecurity experts from the Johns Hopkins Center for Health Security:,https://img1.wsimg.com/blobby/go/16a2410a-bddf-48cc-8193-861fc6e6ed8c/downloads/b150bd00-90c8-4607-bac6-b03091e61a01/INHR%20AIxBio%20Recommendations%20Spring%202025.pdf?ver=1757951941193,COLLAB
discovery_source_local:ND005-025,person_source_local:future-of-life-institute:FLI-P003,funded_by,confirmed,yes,Collective Intelligence Project / Jaan Tallinn,https://survivalandflourishing.fund/,all,"Initiative Committee 2024 | Jaan Tallinn | Collective Intelligence Project | $500,000 | Collective Intelligence Project Inc. | General support",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND005-030,institution:inst-063,GM Accelerator collaborator,confirmed,yes,Renaissance Philanthropy is identified as a collaborator with the Sijbrandij Foundation on the GM Accelerator.,https://sijbrandijfoundation.org/,all,"Collaboration is limited to the GM Accelerator passage on the Sijbrandij Foundation project page. The evidence does not establish the duration, exclusivity, governance, control, funding flow, or legal relationship of the collaboration. Renaissance Philanthropy’s accepted endpoint identity is limited",https://sijbrandijfoundation.org/,COLLAB
discovery_source_local:ND006-001,discovery_source_local:ND003-026,previous_research_at,confirmed,yes,MIRI’s biography says Peter Barnett worked at CHAI on reward learning.,https://intelligence.org/team/peter-barnett,all,"Research-center work, not inferred legal employer or current appointment. No new person merge; endpoints retain released source-local identities. Statement attributed to MIRI's first-party profile; no independent current-role verification. Relationship is to the named operating institution or progra",https://intelligence.org/team/peter-barnett,OTHER
discovery_source_local:ND006-001,institution:inst-053,has_role_at,confirmed,yes,"Machine Intelligence Research Institute’s archived page identifies Peter Barnett as Senior Researcher, Technical Governance Team.",https://intelligence.org/team/peter-barnett,all,"Source-local person/account only; no cross-source identity merge. Role does not establish legal employer, donation, payment, control, or ideology. Publication/capture date is not appointment or termination date.",https://intelligence.org/team/peter-barnett,EMPLOYMENT
discovery_source_local:ND006-001,registry_source_local_person:ftx-future-fund::FTX-R199:object,collaborated_with,confirmed,yes,Peter Barnett / Aaron Scher,https://intelligence.org/wp-content/uploads/2025/05/AI-Governance-to-Avoid-Extinction.pdf,all,"Peter Barnett Aaron Scher Machine Intelligence Research Institute, Technical Governance Team",https://intelligence.org/wp-content/uploads/2025/05/AI-Governance-to-Avoid-Extinction.pdf,COLLAB
discovery_source_local:ND006-002,discovery_source_local:ND006-028,coauthored_with,confirmed,yes,Robi Rahman / Lennart Heim,https://epoch.ai/publications/trends-in-ai-supercomputers,all,"By Konstantin F. Pilz, Robi Rahman, James Sanders, and Lennart Heim",https://epoch.ai/publications/trends-in-ai-supercomputers,COLLAB
discovery_source_local:ND006-002,institution:inst-026,formerly_had_role_at,confirmed,yes,MIRI’s biography says Robi Rahman previously worked at Epoch AI building databases and investigating AI development.,https://intelligence.org/team/robi-rahman,all,Institutional context/source-local person identity only; no inferred ideology/control. Grantmaking/training role is not employment. Donation listing/recommendation is not verified payment; thresholds are not transaction sums. Existing dates remain source-stated; no present-tenure continuity. Stateme,https://intelligence.org/team/robi-rahman,EMPLOYMENT
discovery_source_local:ND006-002,institution:inst-053,has_role_at,confirmed,yes,Machine Intelligence Research Institute’s archived page identifies Robi Rahman as Senior Data Scientist.,https://intelligence.org/team/robi-rahman,all,"Source-local person/account only; no cross-source identity merge. Role does not establish legal employer, donation, payment, control, or ideology. Publication/capture date is not appointment or termination date.",https://intelligence.org/team/robi-rahman,EMPLOYMENT
discovery_source_local:ND006-002,person_source_local:epoch-ai:EP-P001,collaborated_with,confirmed,yes,Robi Rahman / Jaime Sevilla,https://arxiv.org/abs/2403.05812,all,"Authors: Anson Ho, Tamay Besiroglu, Ege Erdil, David Owen, Robi Rahman, Zifan Carl Guo, David Atkinson, Neil Thompson, and Jaime Sevilla",https://arxiv.org/abs/2403.05812,COLLAB
discovery_source_local:ND006-002,person_source_local:epoch-ai:EP-P014,coauthored_with,confirmed,yes,Robi Rahman / Tamay Besiroglu,https://arxiv.org/abs/2403.05812,all,"Authors: Anson Ho, Tamay Besiroglu, Ege Erdil, David Owen, Robi Rahman",https://arxiv.org/abs/2403.05812,COLLAB
discovery_source_local:ND006-002,registry_source_local_person:ftx-future-fund::FTX-R199:object,co_authored_with,confirmed,yes,Robi Rahman / Aaron Scher,https://techgov.intelligence.org/blog/announcing-miri-technical-governance-team-research-fellowship,all,"Co-authored MIRI’s “Announcing: MIRI Technical Governance Team Research Fellowship” post with Aaron Scher (Dec. 16, 2025).",https://techgov.intelligence.org/blog/announcing-miri-technical-governance-team-research-fellowship,COLLAB
discovery_source_local:ND006-003,institution:inst-029,employed_by,confirmed,yes,Rose Hadshar / Forethought,https://www.forethought.org/people/rose-hadshar,all,Rose Hadshar is a researcher at Forethought.,https://www.forethought.org/people/rose-hadshar,EMPLOYMENT
discovery_source_local:ND006-003,person_source_local:forethought:FT-P002,collaborated_with,confirmed,yes,Rose Hadshar / William MacAskill,https://www.forethought.org/research/three-types-of-intelligence-explosion,all,Tom Davidson Rose Hadshar William MacAskill,https://www.forethought.org/research/three-types-of-intelligence-explosion,COLLAB
discovery_source_local:ND006-005,institution:inst-031,cohort_1_visiting_fellow,confirmed,yes,Cohort 1 Visiting Fellow,https://framefellowship.com/assets/index-CUMxxB1e.js,all,Suzy Shepherd is listed as a Visiting Fellow in Frame Fellowship’s Cohort 1.0.,https://framefellowship.com/assets/index-CUMxxB1e.js https://framefellowship.com/assets/index-CUMxxB1e.js https://framefellowship.com/cohort,EMPLOYMENT
discovery_source_local:ND006-006,discovery_source_local:ND002-026,recommended_funding_for,confirmed,yes,AI Futures Project / Zvi Mowshowitz,https://www.cognitiverevolution.ai/zvi-mowshowitz-on-longer-timelines-rl-induced-doom-and-why-china-is-refusing-h20s/,all,"I had the same number one I had in the previous round, which was the AI Futures Project.",https://www.cognitiverevolution.ai/zvi-mowshowitz-on-longer-timelines-rl-induced-doom-and-why-china-is-refusing-h20s/,FINANCIAL
discovery_source_local:ND006-006,discovery_source_local:ND002-027,board_member_of,confirmed,yes,Center for Applied Rationality / Zvi Mowshowitz,https://rationality.org/about/staff,all,## Board of Directors ... #### Zvi Mowshowitz ###### Director,https://rationality.org/about/staff,GOVERNANCE
discovery_source_local:ND006-006,institution:inst-048,recommended_donations_to,confirmed,yes,Zvi Mowshowitz / Lightcone Infrastructure,https://lesswrong.substack.com/p/toss-a-bitcoin-to-your-lightcone,all,Lightcone Infrastructure is my current top pick across all categories. If you asked me where to give a dollar... I would tell you to fund Lightcone Infrastructure.,https://lesswrong.substack.com/p/toss-a-bitcoin-to-your-lightcone,FINANCIAL
discovery_source_local:ND006-006,institution:inst-050,public_regrantor_budget_roster,confirmed,yes,Public Regrantor Budget Roster,https://manifund.org/about/regranting,all,Also I’m a regranter at Manifund,https://manifund.org/about/regranting https://manifund.org/about/regranting-data https://manifund.org/about/regranting https://thezvi.substack.com/p/the-big-nonprofits-post,FINANCIAL
discovery_source_local:ND006-006,institution:inst-053,donated_to,confirmed,yes,Zvi Mowshowitz / Machine Intelligence Research Institute,https://intelligence.org/topcontributors/,all,"The Machine Intelligence Research Institute has had 4,847 contributors throughout its history. Those who have given $5,000 or more... Zvi Mowshowitz | $25,010",https://intelligence.org/topcontributors/,FINANCIAL
discovery_source_local:ND006-006,institution:inst-066,Freedom track Recommender,confirmed,yes,Freedom Track Recommender,https://survivalandflourishing.fund/2024/recommendations,all,Participated as a Freedom Track Recommender in SFF’s 2024 grant-recommendation round for funder Jaan Tallinn.,https://survivalandflourishing.fund/2024/recommendations https://survivalandflourishing.fund/2025/recommendations https://survivalandflourishing.fund/2024/recommendations,FINANCIAL
discovery_source_local:ND006-006,institution:inst-066,Publicly named Recommender,confirmed,yes,Publicly Named Recommender,https://survivalandflourishing.fund/2021/h2/recommendations,all,Publicly named Recommender in SFF’s 2021-H2 S-Process grant-recommendation round.,https://survivalandflourishing.fund/2021/h2/recommendations https://survivalandflourishing.fund/2021/h2/recommendations,FINANCIAL
discovery_source_local:ND006-006,institution:inst-066,Publicly named Speculator,confirmed,yes,Publicly Named Speculator,https://survivalandflourishing.fund/speculation-grants,all,"Zvi Mowshowitz is publicly listed as an SFF Speculator, with a budget to approve Speculation Grants.",https://survivalandflourishing.fund/speculation-grants https://survivalandflourishing.fund/speculation-grants,FINANCIAL
discovery_source_local:ND006-006,institution:inst-066,has_role_at,confirmed,yes,Survival and Flourishing Fund’s archived page identifies Zvi Mowshowitz as Speculator.,https://survivalandflourishing.fund/speculation-grants,all,"Source-local person/account only; no cross-source identity merge. Role does not establish legal employer, donation, payment, control, or ideology. Publication/capture date is not appointment or termination date. Disclosed grantmaking participant/account role; not staff employment, legal directorship",https://survivalandflourishing.fund/speculation-grants,EMPLOYMENT
