id,label,kind,layer,ideology,magnitude,ein,source_url,notes,logo,country,slices,n_slices,communities,community_primary
person_source_local:secure-ai-project:SAP-P002,Thomas Woodside,person,person,,4,,https://secureaiproject.org/about/,Co-Founder and Policy Director of Secure AI Project.,person_source_local:secure-ai-project:SAP-P002,,all,1,ea|gov,ea
person_source_local:survival-and-flourishing-corporation:SFC-P001,Ethan Ashkie,person,person,,2,,https://survivalandflourishing.com/,President and CEO of Survival and Flourishing Corporation.,person_source_local:survival-and-flourishing-corporation:SFC-P001,,all,1,rat|fund,rat
discovery_source_local:ND002-001,Jason Matheny,person,person,,6,,https://www.rand.org/about/people/m/matheny_jason.html,The cached RAND biography identifies Jason Matheny as president and chief executive officer and dates his appointment to July 2022.,discovery_source_local:ND002-001,,all,1,safety|gov,safety
discovery_source_local:ND002-002,Lisa Thiergart,person,person,,4,,https://www.matsprogram.org/mentor/thiergart,The MATS biography describes Lisa Thiergart as CEO and founder of Security Level 5 and a former research lead who founded and led MIRI’s technical governance team.,discovery_source_local:ND002-002,,all,1,safety|rat,safety
discovery_source_local:ND002-003,Hjalmar Wijk,person,person,,19,,https://metr.org/team/hjalmar-wijk/,"METR’s undated profile describes Hjalmar Wijk as its Chief Scientist, working on threat modeling to identify AI capabilities that may create catastrophic risks and warrant evaluation. He previously worked on AI-risk understanding and strategy at the Future of Humanity Institute and the Centre on Long-Term Risk. He holds an MSc from Oxford University and began, but left, a DPhil in Computer Science",discovery_source_local:ND002-003,,all,1,safety|gov|ea|rat,safety
discovery_source_local:ND002-004,Luke Muehlhauser,person,person,,9,,https://coefficientgiving.org/team/luke-muehlhauser/,"Coefficient Giving’s biography identifies Luke Muehlhauser as Managing Director for AI Governance & International Policy, leading related grantmaking, and describes his former MIRI executive-director role.",discovery_source_local:ND002-004,,all,1,safety|ea|gov|rat,safety
discovery_source_local:ND002-005,Richard Ngo,person,person,,17,,https://www.matsprogram.org/mentor/ngo,Richard Ngo’s MATS profile describes him as an independent researcher and states that he previously worked on DeepMind’s alignment team and OpenAI’s governance team.,discovery_source_local:ND002-005,,all,1,safety|rat|ea|gov,safety
discovery_source_local:ND002-006,Robert Trager,person,person,,5,,https://www.governance.ai/people,GovAI’s cached team page lists Robert Trager as International Governance Lead.,discovery_source_local:ND002-006,,all,1,ea|safety|gov|fund,ea
discovery_source_local:ND002-007,Daniel Kokotajlo,person,person,,20,,https://www.apolloresearch.ai/blog/apollo-research-is-becoming-a-pbc,"Apollo Research’s PBC-transition announcement names Daniel Kokotajlo as its first mission director, a board role with a special mandate to prioritize the mission.",discovery_source_local:ND002-007,,all,1,safety|rat|gov,safety
discovery_source_local:ND002-008,Sella Nevo,person,person,,4,,https://www.rand.org/about/people/n/nevo_sella.html,"RAND’s biography describes Sella Nevo as a principal researcher and founding director of its Center on AI, Security, and Technology, with prior leadership of Google’s Karmel group.",discovery_source_local:ND002-008,,all,1,gov|ea,gov
discovery_source_local:ND002-009,Jeff Alstott,person,person,,1,,https://www.scai.gov.sg/2025/participants-of-scai-2025/jeff-alstott/,A conference biography dated 26 April 2025 describes Jeff Alstott as founding director of RAND’s Center for Technology and Security Policy.,discovery_source_local:ND002-009,,all,1,gov,gov
discovery_source_local:ND002-010,David Krueger,person,person,,25,,https://survivalandflourishing.fund/speculation-grants,The cached Speculation Grants page lists David Krueger among its publicly named Speculators.,discovery_source_local:ND002-010,,all,1,safety|ea|gov|fund,safety
discovery_source_local:ND002-011,Sam Bankman-Fried,person,person,,15,,https://ftxfuturefund.org/about/,"Sam Bankman-Fried is identified by the Future Fund’s historical about page as the founder of FTX, a cryptocurrency exchange. The page says he initially worked as a trader and describes his stated aim of using his wealth to support people and projects pursuing positive, long-lasting change. It also identifies him as the Future Fund’s primary funder and describes him as donating to charitable causes",discovery_source_local:ND002-011,,all,1,fund|ea,fund
discovery_source_local:ND002-013,Caleb Watney,person,person,,3,,https://coefficientgiving.org/team/caleb-watney/,"Coefficient Giving’s biography describes Caleb Watney as Managing Director for Public Policy, joining in 2026 after co-founding and serving as co-CEO of the Institute for Progress.",discovery_source_local:ND002-013,,all,1,gov,gov
discovery_source_local:ND002-014,Chris Painter,person,person,,9,,https://metr.org/team/chris-painter/,The cached METR biography describes Chris Painter as President and a former Technology and National Security Fellow at the Department of Defense’s Joint Artificial Intelligence Center.,discovery_source_local:ND002-014,,all,1,safety|ea|rat,safety
discovery_source_local:ND002-015,Lukas Finnveden,person,person,,11,,https://www.forethought.org/people/lukas-finnveden,Forethought’s biography describes Lukas Finnveden as a Research Analyst at Redwood Research and previously a Research Fellow at Open Philanthropy and Research Scholar at Oxford’s Future of Humanity Institute.,discovery_source_local:ND002-015,,all,1,safety|ea|gov|rat,safety
discovery_source_local:ND002-016,Tom Davidson,person,person,,11,,https://www.forethought.org/people/tom-davidson,Forethought’s profile lists Tom Davidson as Senior Research Fellow and describes previous research roles at Open Philanthropy and the UK Government’s AI Security Institute.,discovery_source_local:ND002-016,,all,1,safety|ea|gov|rat,safety
discovery_source_local:ND002-017,Carl Robichaud,person,person,,3,,https://www.longview.org/about/carl-robichaud/,"Longview’s biography describes Carl Robichaud as Nuclear Weapons Policy Program Director and co-manager of its Nuclear Weapons Policy Fund, with earlier nuclear-security grantmaking at Carnegie Corporation of New York.",discovery_source_local:ND002-017,,all,1,safety|ea,safety
discovery_source_local:ND002-018,Gavin Leech,person,person,,11,,https://manifund.org/gleech,"The Manifund account displayed as Gavin Leech, with username gleech, is labeled a regrantor and describes interests in technical AI alignment, control, and security.",discovery_source_local:ND002-018,,all,1,safety,safety
discovery_source_local:ND002-021,Institute for Progress,org,org,,4,,https://coefficientgiving.org/team/caleb-watney/,Coefficient Giving’s Caleb Watney biography describes the Institute for Progress as an innovation-policy think tank that he co-founded and previously served as co-CEO.,discovery_source_local:ND002-021,,all,1,gov,gov
discovery_source_local:ND002-023,SecureBio,org,org,,9,,https://www.givingwhatwecan.org/en-GB/charities/longtermism-fund/longermism-fund-december-2022-grants-report,"The cited Longtermism Fund report describes SecureBio as working on biosecurity projects including DNA-synthesis misuse prevention, early pandemic detection, protective equipment, and air sanitisation.",discovery_source_local:ND002-023,,all,1,gov|ea,gov
discovery_source_local:ND002-024,National Philanthropic Trust,org,org,,1,,https://coefficientgiving.org/our-approach/grantmaking-process/,"Coefficient Giving’s grantmaking-process page names National Philanthropic Trust as an external funding partner, with legal due diligence and formal approval required before funding.",discovery_source_local:ND002-024,,all,1,fund,fund
discovery_source_local:ND002-025,Players Philanthropy Fund,org,org,,8,92-0692207,https://www.far.ai/transparency,FAR.AI’s transparency page identifies Players Philanthropy Fund as its fiscal sponsor during most of 2022.,discovery_source_local:ND002-025,,all,1,fund,fund
discovery_source_local:ND002-026,AI Futures Project,org,org,,17,99-4320292,https://www.aifutures.org/about,"AI Futures Project is described on its undated about page as a 501(c)(3) nonprofit research organization. The page presents a team working on AI scenario forecasting, AI-capability forecasting, AI chip production and usage, compute governance, policy research, communications, and tabletop exercises; it also identifies AI Futures Project Inc as previously named Artificial Intelligence Forecasting I",discovery_source_local:ND002-026,,all,1,safety|gov,safety
discovery_source_local:ND002-027,Center for Applied Rationality,org,org,,12,,https://projects.propublica.org/nonprofits/full_text/202511619349300111/IRS990ScheduleO,The cited Form 990 Schedule O describes Center for Applied Rationality as a 501(c)(3) entity under which Lightcone research activities previously operated as a fiscally sponsored project.,discovery_source_local:ND002-027,,all,1,rat,rat
discovery_source_local:ND002-028,Foundation for American Innovation,org,org,,2,,https://horizonpublicservice.org/ai-innovation-security-policy-workshop/,"Horizon’s workshop page lists Foundation for American Innovation as co-host of the AI Innovation & Security Policy Workshop scheduled for July 11–13, 2025.",discovery_source_local:ND002-028,,all,1,gov,gov
discovery_source_local:ND003-001,Emma Abele,person,person,,8,,https://80000hours.org/about/meet-the-team/,"The cached 80,000 Hours team page lists Emma Abele as a Director and describes her previous role as METR CEO.",discovery_source_local:ND003-001,,all,1,safety,safety
discovery_source_local:ND003-002,Alex Lawsen,person,person,,3,,https://coefficientgiving.org/team/alex-lawsen/,"Coefficient Giving’s profile describes Alex Lawsen as a Senior Program Officer for AI Governance & International Policy and an 80,000 Hours board member, with earlier employment there.",discovery_source_local:ND003-002,,all,1,safety|ea|rat,safety
discovery_source_local:ND003-003,Caleb Parikh,person,person,,12,,https://funds.effectivealtruism.org/team,EA Funds’ team page lists Caleb Parikh as an independent Fund Advisor for Transformative AI.,discovery_source_local:ND003-003,,all,1,ea|fund|rat,ea
discovery_source_local:ND003-004,Jake Mendel,person,person,,10,,https://coefficientgiving.org/team/jake-mendel/,Coefficient Giving’s biography identifies Jake Mendel as a Program Officer in Technical AI Safety and a former Apollo Research research scientist.,discovery_source_local:ND003-004,,all,1,safety|ea|rat,safety
discovery_source_local:ND003-005,Divesh Makan,person,person,,4,,https://goodventures.org/governance/,Good Ventures’ governance page lists Divesh Makan on the Good Ventures Foundation board and identifies him as an ICONIQ Capital partner.,discovery_source_local:ND003-005,,all,1,fund,fund
discovery_source_local:ND003-006,Tom van Loben Sels,person,person,,4,,https://www.parkerici.org/person/tom-van-loben-sels/,"The Parker Institute biography describes Tom van Loben Sels as managing partner of Apercen Partners, a firm it says he founded in 2008 specializing in tax and financial consulting.",discovery_source_local:ND003-006,,all,1,,
discovery_source_local:ND003-007,Seán Ó hÉigeartaigh,person,person,,6,,https://survivalandflourishing.com/,SFC’s biography lists Seán Ó hÉigeartaigh as an Advisor and describes his Cambridge AI research-program leadership and earlier CSER and FHI roles.,discovery_source_local:ND003-007,,all,1,safety|gov|ea|fund,safety
discovery_source_local:ND003-008,Justin Shovelain,person,person,,5,,https://www.convergenceanalysis.org/team/justin-shovelain,Convergence’s biography describes Justin Shovelain as its Chief Strategist and Co-Founder and an AI safety advisor to Lionheart Ventures.,discovery_source_local:ND003-008,,all,1,safety|ea|rat,safety
discovery_source_local:ND003-009,Blake Borgeson,person,person,,7,,https://intelligence.org/team/,MIRI’s team page lists Blake Borgeson as a board Director.,discovery_source_local:ND003-009,,all,1,rat|safety|gov,rat
discovery_source_local:ND003-010,Eric Rogstad,person,person,,9,,https://survivalandflourishing.com/,SFC’s board biography lists Eric Rogstad as a Director and describes his software-engineering background.,discovery_source_local:ND003-010,,all,1,fund,fund
discovery_source_local:ND003-011,Stefan Torges,person,person,,2,,https://www.non-trivial.org/team,Non-Trivial’s team page lists Stefan Torges as a Fellowship Advisor.,discovery_source_local:ND003-011,,all,1,ea|safety,ea
discovery_source_local:ND003-012,Howie Lempel,person,person,,4,,https://secureaiproject.org/team/howie-lempel/,"Secure AI Project’s biography describes Howie Lempel as Policy Director and records previous executive roles at 80,000 Hours, Effective Ventures UK, and Coefficient Giving.",discovery_source_local:ND003-012,,all,1,ea|rat|gov,ea
discovery_source_local:ND003-016,Kendrea Beers,person,person,,5,,https://www.longview.org/about/kendrea-beers/,Longview’s biography identifies Kendrea Beers as an AI Program Associate conducting grant investigations and describes her previous CSET research and Horizon fellowship roles.,discovery_source_local:ND003-016,,all,1,gov,gov
discovery_source_local:ND003-017,Zach Freitas-Groff,person,person,,5,,https://www.longview.org/about/zach-freitas-groff/,Longview’s biography identifies Zach Freitas-Groff as an AI Program Officer focusing grant investigations on digital minds and EU AI governance.,discovery_source_local:ND003-017,,all,1,ea,ea
discovery_source_local:ND003-018,Caroline Ellison,person,person,,7,,https://ftxfuturefund.org/about/,The historical Future Fund about page names Caroline Ellison among its major contributors.,discovery_source_local:ND003-018,,all,1,fund,fund
discovery_source_local:ND003-020,Giving Green Fund,project,project,,3,,https://www.givinggreen.earth/giving-green-fund,Giving Green’s website describes the Giving Green Fund as a fund supporting multiple climate organizations.,discovery_source_local:ND003-020,,all,1,fund|ea,fund
discovery_source_local:ND003-021,IDinsight,org,org,,3,,https://www.givinggreen.earth/about-us,Giving Green’s about page identifies IDinsight as its incubator and says IDinsight supported Giving Green’s 2019 launch.,discovery_source_local:ND003-021,,all,1,ea,ea
discovery_source_local:ND003-025,Transformative AI Fund,project,project,,4,,https://funds.effectivealtruism.org/funds/transformative-ai,"The Transformative AI Fund is an EA Funds-run early-stage grantmaking fund launched in place of the Long-Term Future Fund. Its undated fund page describes grants to individuals, new organizations, and existing organizations starting new projects addressing transformative AI, primarily aimed at reducing global catastrophic risks from advanced AI systems.",discovery_source_local:ND003-025,,all,1,fund|safety,fund
discovery_source_local:ND003-030,Vanguard Charitable Endowment Program,org,org,,1,,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990,The cited Form 990 header names Vanguard Charitable Endowment Program as the filing organization.,discovery_source_local:ND003-030,,all,1,fund,fund
discovery_source_local:ND004-018,Abraham Rowe,person,person,,6,,https://www.iaps.ai/abraham-rowe,"IAPS’s biography describes Abraham Rowe as its Treasurer and Director and CEO of Fairer Fields, with previous operations leadership at GovAI and Rethink Priorities.",discovery_source_local:ND004-018,,all,1,ea|gov,ea
discovery_source_local:ND004-017,Abi Olvera,person,person,,2,,https://www.iaps.ai/abi-olvera,IAPS’s biography describes Abi Olvera as President and Director on its board and Executive Director at Capitol Abundance.,discovery_source_local:ND004-017,,all,1,ea|gov,ea
discovery_source_local:ND004-001,Thomas Larsen,person,person,,26,,https://www.aifutures.org/about,AI Futures Project’s about page lists Thomas Larsen as Research Lead and describes his earlier founding of the Center for AI Policy and research at MIRI.,discovery_source_local:ND004-001,,all,1,safety|rat|ea|gov,safety
discovery_source_local:ND004-012,Alex Zhu,person,person,,8,,https://www.mathematicalmetaphysics.org/alex-zhu,The Mathematical Metaphysics Institute biography identifies Alex Zhu as its founder and president and describes AI-alignment grantmaking through SFF and previously LTFF.,discovery_source_local:ND004-012,,all,1,ea,ea
discovery_source_local:ND004-010,Harrison Gietz,person,person,,3,,https://www.longview.org/about/harrison-gietz/,"Longview’s biography describes Harrison Gietz as an AI Program Associate, previously Program Director of the ERA Fellowship and Co-Director of Cambridge AI Safety Hub.",discovery_source_local:ND004-010,,all,1,safety|gov,safety
discovery_source_local:ND004-003,Leopold Aschenbrenner,person,person,,12,,https://situationalawarenesslp.com/about,Situational Awareness’s about page identifies Leopold Aschenbrenner as its founder in 2024 and describes previous work at OpenAI.,discovery_source_local:ND004-003,,all,1,safety|fund|ea,safety
discovery_source_local:ND004-004,Gavriel Kleinwaks,person,person,,5,,https://horizonpublicservice.org/fellow/gavriel-kleinwaks/,Horizon’s biography describes Gavriel Kleinwaks as a congressional fellow in Senator John Hickenlooper’s office and previously an indoor-air-quality Program Director at 1Day Sooner.,discovery_source_local:ND004-004,,all,1,rat|gov|ea,rat
discovery_source_local:ND004-021,Katie Hearsum,person,person,,2,,https://www.longview.org/about/katie-hearsum/,Longview’s biography lists Katie Hearsum as COO and describes her earlier associate-vice-president role at Citibank.,discovery_source_local:ND004-021,,all,1,,
discovery_source_local:ND004-002,Clara Collier,person,person,,5,,https://asteriskmag.com/about,Asterisk’s masthead lists Clara Collier as Editor in Chief.,discovery_source_local:ND004-002,,all,1,ea,ea
discovery_source_local:ND007-001,Vitalik Buterin,person,person,,4,,https://futureoflife.org/about-us/finances,"The Future of Life Institute’s finances page reports that Vitalik Buterin made a major unconditional contribution in 2021, part of which serves as an endowment.",discovery_source_local:ND007-001,,all,1,safety,safety
discovery_source_local:ND006-021,Jed McCaleb,person,person,,14,,https://intelligence.org/transparency/,MIRI’s transparency page lists Jed McCaleb among its largest contributors.,discovery_source_local:ND006-021,,all,1,rat|safety|gov,rat
discovery_source_local:ND004-026,Eli Rose,person,person,,7,,https://ev.org/effective-ventures-foundation-uk/,The Effective Ventures UK page’s biography describes Eli Rose as a Coefficient Giving Program Officer focused on capacity-building for global catastrophic risks.,discovery_source_local:ND004-026,,all,1,ea|fund,ea
discovery_source_local:ND006-012,Austin Smith,person,person,,3,,https://www.longview.org/about/austin-smith/,Longview’s biography describes Austin Smith as an AI Program Associate conducting grant investigations focused on digital minds.,discovery_source_local:ND006-012,,all,1,safety,safety
discovery_source_local:ND006-027,Lauren Gilbert,person,person,,1,,https://asteriskmag.com/issues/09/a-defense-of-weird-research,Asterisk’s author biography describes Lauren Gilbert as a research fellow at Open Philanthropy focused on global-health-and-development grantmaking.,discovery_source_local:ND006-027,,all,1,ea,ea
discovery_source_local:ND006-006,Zvi Mowshowitz,person,person,,13,,https://survivalandflourishing.fund/speculation-grants,SFF’s Speculation Grants page lists Zvi Mowshowitz among its publicly named Speculators.,discovery_source_local:ND006-006,,all,1,rat|safety,rat
discovery_source_local:ND006-030,Seth Lazar,person,person,,2,,https://survivalandflourishing.fund/speculation-grants,SFF’s Speculation Grants page lists Seth Lazar among its publicly named Speculators.,discovery_source_local:ND006-030,,all,1,,
discovery_source_local:ND006-011,Alex Flint,person,person,,4,,https://survivalandflourishing.fund/2019/recommendations,SFF’s 2019 recommendations page lists Alex Flint among the publicly named Recommenders for that round.,discovery_source_local:ND006-011,,all,1,safety|rat,safety
discovery_source_local:ND006-029,Michael Page,person,person,,2,,https://survivalandflourishing.fund/2023/h2/recommendations,SFF’s 2023 second-round recommendations page lists Michael Page among its publicly named Recommenders.,discovery_source_local:ND006-029,,all,1,,
discovery_source_local:ND004-008,Nuño Sempere,person,person,,5,,https://manifund.org/NunoSempere,"The Manifund account displayed as Nuño Sempere, username NunoSempere, is labeled a regrantor and self-described as a researcher and forecaster.",discovery_source_local:ND004-008,,all,1,rat,rat
discovery_source_local:ND004-024,Christopher A. Mouton,person,person,,2,,https://www.rand.org/about/people/m/mouton_christopher_a.html,RAND’s biography identifies Christopher A. Mouton as director of its International Security and Defense Policy Program and a professor of policy analysis.,discovery_source_local:ND004-024,,all,1,gov,gov
discovery_source_local:ND004-019,Gabriel Kulp,person,person,,1,,https://www.pivotal-research.org/mentors,"The embedded Pivotal mentor profile record for Gabriel Kulp gives the role label “Executive Director, Intelligence Security Laboratories (ISL)”.",discovery_source_local:ND004-019,,all,1,,
discovery_source_local:ND006-002,Robi Rahman,person,person,,6,,https://intelligence.org/team/robi-rahman,MIRI’s biography describes Robi Rahman as a Senior Data Scientist and records his previous work at Epoch AI.,discovery_source_local:ND006-002,,all,1,rat|safety|ea|gov,rat
discovery_source_local:ND006-014,Claire Short,person,person,,1,,https://www.successif.org/about,"Successif’s biography describes Claire Short as founder of Athena, a research mentorship program for women in AI safety.",discovery_source_local:ND006-014,,all,1,safety|ea|rat,safety
discovery_source_local:ND005-001,Lightcone Commons,project,project,,2,,https://www.lightconecommons.com/,"Lightcone Commons is an undated Lightcone Infrastructure project described on its website as an end-to-end platform for coordinating philanthropy. It connects funders with giving opportunities, supports delegation to grant evaluators, and coordinates cost-sharing among funders interested in the same projects.",discovery_source_local:ND005-001,,all,1,rat,rat
discovery_source_local:ND005-006,Mox,project,project,,6,,https://moxsf.com,"Mox is an undated, source-described research-focused incubator and community space at 1680 Mission Street in San Francisco. Its website presents space for meaningful work, membership, offices, day passes, events, and a guest program; it identifies Mox as a project of Manifund.",discovery_source_local:ND005-006,,all,1,,
discovery_source_local:ND005-007,Asterisk AI Blogging Fellowship,project,project,,7,,https://www.asteriskmag.ai/p/the-asterisk-ai-blogging-fellowship,"Asterisk Magazine’s July 16, 2025 announcement describes its AI Blogging Fellowship as a writing fellowship aimed at improving public discourse around AI.",discovery_source_local:ND005-007,,all,1,,
discovery_source_local:ND005-002,University of Oxford,org,org,,26,,https://www.globalprioritiesinstitute.org/,The Global Priorities Institute history identifies the University of Oxford as the university where GPI operated as an interdisciplinary research institute.,discovery_source_local:ND005-002,,all,1,,
discovery_source_local:ND005-010,ICONIQ Capital,org,org,,1,,https://slush.org/past-speakers/divesh-makan,The Slush biography describes ICONIQ Capital as a global firm advising and investing on behalf of families and organizations.,discovery_source_local:ND005-010,,all,1,fund,fund
discovery_source_local:ND005-030,Renaissance Philanthropy,org,org,,1,99-1953380,https://www.renaissancephilanthropy.org/,Renaissance Philanthropy’s website describes it as a 501(c)(3) organization.,discovery_source_local:ND005-030,,all,1,fund,fund
discovery_source_local:ND005-028,Federation of American Scientists,org,org,,1,,https://projects.propublica.org/nonprofits/full_text/202441209349301334/IRS990ScheduleI,The cited Schedule I lists Federation of American Scientists as a 501(c)(3) recipient in a fellowship-grants table.,discovery_source_local:ND005-028,,all,1,gov,gov
discovery_source_local:ND005-024,Center for a New American Security,org,org,,2,,https://horizonpublicservice.org/horizons-2025-year-in-review/,Horizon’s year-in-review describes Center for a New American Security as a partner in its AI Policy Leadership Network.,discovery_source_local:ND005-024,,all,1,gov,gov
discovery_source_local:ND005-021,Carnegie Endowment for International Peace,org,org,,2,,https://www.founderspledge.com/programs/global-catastrophic-risks-fund,"The Founders Pledge fund page names Carnegie Endowment for International Peace as a recipient in an advised-grants table, for launching Project Averting Armageddon.",discovery_source_local:ND005-021,,all,1,gov,gov
discovery_source_local:ND005-018,Aligned AI,org,org,,2,,https://ftxfuturefund.org/our-regrants/,The historical Future Fund regrants page describes Aligned AI as an AI safety organization seeking bridging funding.,discovery_source_local:ND005-018,,all,1,safety,safety
discovery_source_local:ND005-015,AI Safety Support,org,org,,4,,https://ftxfuturefund.org/our-grants/,"The historical Future Fund grants page describes AI Safety Support as conducting community building, one-on-one coaching, events, and research training for AI alignment researchers.",discovery_source_local:ND005-015,,all,1,safety,safety
discovery_source_local:ND005-014,AI Safety Camp,project,project,,6,,https://www.convergenceanalysis.org/team/david-kristofferson,Convergence’s biography of David Kristoffersson refers to his co-organizing the first AI Safety Camp.,discovery_source_local:ND005-014,,all,1,safety|gov,safety
discovery_source_local:ND005-008,Effective Altruism Australia,org,org,,1,,https://www.centreforeffectivealtruism.org/blog/changes-to-ea-funds-management-teams-june-2019,The cited CEA article describes Effective Altruism Australia as a tax-deductible charity.,discovery_source_local:ND005-008,,all,1,ea,ea
discovery_source_local:ND005-003,Wild Animal Initiative,org,org,,3,84-3896318,https://rethinkpriorities.org/team-member/nikolai-vetr/,Rethink Priorities’ biography of Nikolai Vetr identifies Wild Animal Initiative as an institution on whose board of directors he serves.,discovery_source_local:ND005-003,,all,1,ea,ea
discovery_source_local:ND006-001,Peter Barnett,person,person,,3,,https://intelligence.org/team/peter-barnett,"MIRI’s biography describes Peter Barnett as a Senior Researcher working on its Technical Governance Team, after joining MIRI in December 2022.",discovery_source_local:ND006-001,,all,1,safety|rat|ea,safety
discovery_source_local:ND006-023,Josh A. Goldstein,person,person,,1,,https://cset.georgetown.edu/team/,CSET’s team page describes Josh A. Goldstein as a Research Fellow on the CyberAI Project.,discovery_source_local:ND006-023,,all,1,gov,gov
discovery_source_local:ND002-019,Rossa O’Keeffe-O’Donovan,person,person,,3,,https://coefficientgiving.org/team/rossa-okeeffe-odonovan/,Coefficient Giving identifies Rossa O’Keeffe-O’Donovan as Program Director for Technical AI Safety and says he joined in 2022.,discovery_source_local:ND002-019,,all,1,ea,ea
discovery_source_local:ND002-020,Steve Newman,person,person,,6,,https://cset.georgetown.edu/wp-content/uploads/CSET-When-AI-Builds-AI.pdf,A CSET report identifies its coauthor Steve Newman as chairman and president of the Golden Gate Institute for AI.,discovery_source_local:ND002-020,,all,1,safety|gov|rat,safety
discovery_source_local:ND002-022,LawZero,org,org,,3,,https://ggendro.github.io/,Researcher Gaël Gendron describes LawZero as a nonprofit organization created by Yoshua Bengio.,discovery_source_local:ND002-022,,all,1,safety,safety
discovery_source_local:ND002-029,Anthropic Fellows Program,project,project,,3,,https://constellation.org/about,Constellation identifies the Anthropic Fellows Program among the programs supported by its research programs team.,discovery_source_local:ND002-029,,all,1,safety,safety
discovery_source_local:ND003-013,Jack Clark,person,person,,16,,https://80000hours.org/career-reviews/ai-safety-advocacy/,"80,000 Hours identifies Jack Clark as an Anthropic cofounder and associates him with the ImportAI newsletter.",discovery_source_local:ND003-013,,all,1,safety|ea,safety
discovery_source_local:ND003-023,Future of Life Foundation,org,org,,2,,https://forum.effectivealtruism.org/posts/jrFTLiGjWuyw6bzjd/ea-organization-updates-november-2023,"A November 2023 EA organization update describes the Future of Life Foundation as a new organization affiliated with the Future of Life Institute, supporting founders of organizations addressing transformative technology.",discovery_source_local:ND003-023,,all,1,safety|gov,safety
discovery_source_local:ND003-024,London Initiative for Safe AI,org,org,,2,,https://www.safeai.org.uk/,"The London Initiative for Safe AI identifies itself as the trading name of Safe AI London Ltd, registered charity 1211693 and company 14942848.",discovery_source_local:ND003-024,,all,1,safety,safety
discovery_source_local:ND003-026,Center for Human-Compatible AI,org,org,,12,,https://funds.effectivealtruism.org/payouts/september-2020-long-term-future-fund-grants,A September 2020 EA Funds report identifies the Center for Human-Compatible AI (CHAI) as a technical AI safety research setting associated with UC Berkeley.,discovery_source_local:ND003-026,,all,1,safety,safety
discovery_source_local:ND004-027,Fazl Barez,person,person,,7,,https://foresight.org/wp-content/uploads/2025/10/2023-Intelligent-Workshop-Report-v7.pdf,Foresight’s 2023 workshop report lists Fazl Barez with Apart Research for a session on interpretability for safety and alignment.,discovery_source_local:ND004-027,,all,1,safety,safety
discovery_source_local:ND005-011,Innovations for Poverty Action,org,org,,3,,https://ssir.org/articles/entry/philanthropy-measurement-middle-ground,"An SSIR article describes Innovations for Poverty Action’s Right-Fit Evidence Unit as advising funders and implementers on monitoring, evaluation, and learning.",discovery_source_local:ND005-011,,all,1,ea,ea
discovery_source_local:ND005-017,ALLFED,org,org,,6,83-1717756,https://ev.org/wp-content/uploads/2024/07/2023_Form990_EVFUS.pdf,Effective Ventures’ 2023 Form 990 lists ALLFED as a nonprofit recipient with EIN 83-1717756.,discovery_source_local:ND005-017,,all,1,ea,ea
discovery_source_local:ND005-019,Americans for Responsible Innovation,org,org,,1,,https://80000hours.org/career-reviews/ai-safety-advocacy/,"80,000 Hours describes Americans for Responsible Innovation as an organization advocating a federal AI governance framework addressing consumer protection, national security, export controls, and frontier risks.",discovery_source_local:ND005-019,,all,1,gov,gov
discovery_source_local:ND005-025,Collective Intelligence Project,org,org,,4,,https://www.gov.uk/government/publications/frontier-ai-taskforce-second-progress-report/frontier-ai-taskforce-second-progress-report,The UK Frontier AI Taskforce’s second progress report identifies Collective Intelligence Project among organizations with which it had announced partnerships.,discovery_source_local:ND005-025,,all,1,gov,gov
discovery_source_local:ND006-024,Joshua Axford,person,person,,4,,https://ev.org/wp-content/uploads/2024/07/2023_Form990_EVFUS.pdf,Effective Ventures Foundation’s 2023 Form 990 lists Joshua Axford as secretary through January 2023 and managing director of EV-UK.,discovery_source_local:ND006-024,,all,1,ea|fund,ea
discovery_source_local:ND006-028,Lennart Heim,person,person,,7,,https://epoch.ai/latest/announcing-epoch,Epoch’s launch announcement names Lennart Heim among its seven founding team members.,discovery_source_local:ND006-028,,all,1,safety|gov,safety
isolate_source_local:IR002-003,Gaël Gendron,person,person,,1,,https://ggendro.github.io/,Gaël Gendron’s personal homepage describes him as a senior machine learning research scientist at LawZero.,isolate_source_local:IR002-003,,all,1,safety,safety
isolate_source_local:IR002-005,Frontier AI Taskforce,project,project,,5,,https://www.gov.uk/government/publications/frontier-ai-taskforce-second-progress-report/frontier-ai-taskforce-second-progress-report,The Frontier AI Taskforce is the subject of a UK government second progress report published 30 October 2023.,isolate_source_local:IR002-005,,all,1,safety|gov,safety
source_named_endpoint:ENDPOINT001-001,Asana,org,org,,1,,https://asana.com/leadership/dustin-moskovitz,"Company identified by its own archived leadership page; the footer names Asana, Inc.",source_named_endpoint:ENDPOINT001-001,,all,1,,
source_named_endpoint:ENDPOINT001-003,Oxford University AI Governance Initiative,project,project,,1,,https://www.forethought.org/people/toby-ord,Oxford University initiative named in Forethought’s archived Toby Ord biography; no standalone legal entity inferred.,source_named_endpoint:ENDPOINT001-003,,all,1,,
